hour_of_year,month,hour,lrmer_co2e_c,synthetic
6366,9,6,234.94079181180751,False
6367,9,7,189.21471909900265,False
6368,9,8,180.68127890444995,False
6369,9,9,201.0856661024037,False
6370,9,10,194.21528576698705,False
6371,9,11,163.3289152003929,False
6372,9,12,156.94509576876322,False
6373,9,13,161.06785975916603,False
6374,9,14,174.69412983828812,False
6375,9,15,203.3125397393373,False
6376,9,16,252.65697376371517,False
6377,9,17,324.9064941155196,False
6378,9,18,347.10667947358814,False
6379,9,19,344.6239929109809,False
6380,9,20,337.6559486482977,False
6381,9,21,326.39906176841504,False
6382,9,22,328.99563275450066,False
6383,9,23,332.8563416848336,False
6384,9,0,333.78729100674224,False
6385,9,1,334.21817797990286,False
6386,9,2,330.4067047565926,False
6387,9,3,330.2626618122852,False
6388,9,4,327.3813025865273,False
6389,9,5,323.27092512674614,False
6390,9,6,234.94079181180751,False
6391,9,7,189.21471909900265,False
6392,9,8,180.68127890444995,False
6393,9,9,201.0856661024037,False
6394,9,10,194.21528576698705,False
6395,9,11,163.3289152003929,False
6396,9,12,156.94509576876322,False
6397,9,13,161.06785975916603,False
6398,9,14,174.69412983828812,False
6399,9,15,203.3125397393373,False
6400,9,16,252.65697376371517,False
6401,9,17,324.9064941155196,False
6402,9,18,347.10667947358814,False
6403,9,19,344.6239929109809,False
6404,9,20,337.6559486482977,False
6405,9,21,326.39906176841504,False
6406,9,22,328.99563275450066,False
6407,9,23,332.8563416848336,False
6408,9,0,333.78729100674224,False
6409,9,1,334.21817797990286,False
6410,9,2,330.4067047565926,False
6411,9,3,330.2626618122852,False
6412,9,4,327.3813025865273,False
6413,9,5,323.27092512674614,False
6414,9,6,234.94079181180751,False
6415,9,7,189.21471909900265,False
6416,9,8,180.68127890444995,False
6417,9,9,201.0856661024037,False
6418,9,10,194.21528576698705,False
6419,9,11,163.3289152003929,False
6420,9,12,156.94509576876322,False
6421,9,13,161.06785975916603,False
6422,9,14,174.69412983828812,False
6423,9,15,203.3125397393373,False
6424,9,16,252.65697376371517,False
6425,9,17,324.9064941155196,False
6426,9,18,347.10667947358814,False
6427,9,19,344.6239929109809,False
6428,9,20,337.6559486482977,False
6429,9,21,326.39906176841504,False
6430,9,22,328.99563275450066,False
6431,9,23,332.8563416848336,False
6432,9,0,333.78729100674224,False
6433,9,1,334.21817797990286,False
6434,9,2,330.4067047565926,False
6435,9,3,330.2626618122852,False
6436,9,4,327.3813025865273,False
6437,9,5,323.27092512674614,False
6438,9,6,234.94079181180751,False
6439,9,7,189.21471909900265,False
6440,9,8,180.68127890444995,False
6441,9,9,201.0856661024037,False
6442,9,10,194.21528576698705,False
6443,9,11,163.3289152003929,False
6444,9,12,156.94509576876322,False
6445,9,13,161.06785975916603,False
6446,9,14,174.69412983828812,False
6447,9,15,203.3125397393373,False
6448,9,16,252.65697376371517,False
6449,9,17,324.9064941155196,False
6450,9,18,347.10667947358814,False
6451,9,19,344.6239929109809,False
6452,9,20,337.6559486482977,False
6453,9,21,326.39906176841504,False
6454,9,22,328.99563275450066,False
6455,9,23,332.8563416848336,False
6456,9,0,333.78729100674224,False
6457,9,1,334.21817797990286,False
6458,9,2,330.4067047565926,False
6459,9,3,330.2626618122852,False
6460,9,4,327.3813025865273,False
6461,9,5,323.27092512674614,False
6462,9,6,234.94079181180751,False
6463,9,7,189.21471909900265,False
6464,9,8,180.68127890444995,False
6465,9,9,201.0856661024037,False
6466,9,10,194.21528576698705,False
6467,9,11,163.3289152003929,False
6468,9,12,156.94509576876322,False
6469,9,13,161.06785975916603,False
6470,9,14,174.69412983828812,False
6471,9,15,203.3125397393373,False
6472,9,16,252.65697376371517,False
6473,9,17,324.9064941155196,False
6474,9,18,347.10667947358814,False
6475,9,19,344.6239929109809,False
6476,9,20,337.6559486482977,False
6477,9,21,326.39906176841504,False
6478,9,22,328.99563275450066,False
6479,9,23,332.8563416848336,False
6480,9,0,333.78729100674224,False
6481,9,1,334.21817797990286,False
6482,9,2,330.4067047565926,False
6483,9,3,330.2626618122852,False
6484,9,4,327.3813025865273,False
6485,9,5,323.27092512674614,False
6486,9,6,234.94079181180751,False
6487,9,7,189.21471909900265,False
6488,9,8,180.68127890444995,False
6489,9,9,201.0856661024037,False
6490,9,10,194.21528576698705,False
6491,9,11,163.3289152003929,False
6492,9,12,156.94509576876322,False
6493,9,13,161.06785975916603,False
6494,9,14,174.69412983828812,False
6495,9,15,203.3125397393373,False
6496,9,16,252.65697376371517,False
6497,9,17,324.9064941155196,False
6498,9,18,347.10667947358814,False
6499,9,19,344.6239929109809,False
6500,9,20,337.6559486482977,False
6501,9,21,326.39906176841504,False
6502,9,22,328.99563275450066,False
6503,9,23,332.8563416848336,False
6504,9,0,333.78729100674224,False
6505,9,1,334.21817797990286,False
6506,9,2,330.4067047565926,False
6507,9,3,330.2626618122852,False
6508,9,4,327.3813025865273,False
6509,9,5,323.27092512674614,False
6510,9,6,234.94079181180751,False
6511,9,7,189.21471909900265,False
6512,9,8,180.68127890444995,False
6513,9,9,201.0856661024037,False
6514,9,10,194.21528576698705,False
6515,9,11,163.3289152003929,False
6516,9,12,156.94509576876322,False
6517,9,13,161.06785975916603,False
6518,9,14,174.69412983828812,False
6519,9,15,203.3125397393373,False
6520,9,16,252.65697376371517,False
6521,9,17,324.9064941155196,False
6522,9,18,347.10667947358814,False
6523,9,19,344.6239929109809,False
6524,9,20,337.6559486482977,False
6525,9,21,326.39906176841504,False
6526,9,22,328.99563275450066,False
6527,9,23,332.8563416848336,False
6528,9,0,333.78729100674224,False
6529,9,1,334.21817797990286,False
6530,9,2,330.4067047565926,False
6531,9,3,330.2626618122852,False
6532,9,4,327.3813025865273,False
6533,9,5,323.27092512674614,False
6534,9,6,234.94079181180751,False
6535,9,7,189.21471909900265,False
6536,9,8,180.68127890444995,False
6537,9,9,201.0856661024037,False
6538,9,10,194.21528576698705,False
6539,9,11,163.3289152003929,False
6540,9,12,156.94509576876322,False
6541,9,13,161.06785975916603,False
6542,9,14,174.69412983828812,False
6543,9,15,203.3125397393373,False
6544,9,16,252.65697376371517,False
6545,9,17,324.9064941155196,False
6546,9,18,347.10667947358814,False
6547,9,19,344.6239929109809,False
6548,9,20,337.6559486482977,False
6549,9,21,326.39906176841504,False
6550,9,22,328.99563275450066,False
6551,9,23,332.8563416848336,False
6552,9,0,333.78729100674224,False
6553,9,1,334.21817797990286,False
6554,9,2,330.4067047565926,False
6555,9,3,330.2626618122852,False
6556,9,4,327.3813025865273,False
6557,9,5,323.27092512674614,False
6558,9,6,234.94079181180751,False
6559,9,7,189.21471909900265,False
6560,9,8,180.68127890444995,False
6561,9,9,201.0856661024037,False
6562,9,10,194.21528576698705,False
6563,9,11,163.3289152003929,False
6564,9,12,156.94509576876322,False
6565,9,13,161.06785975916603,False
6566,9,14,174.69412983828812,False
6567,9,15,203.3125397393373,False
6568,9,16,252.65697376371517,False
6569,9,17,324.9064941155196,False
6570,9,18,347.10667947358814,False
6571,9,19,344.6239929109809,False
6572,9,20,337.6559486482977,False
6573,9,21,326.39906176841504,False
6574,9,22,328.99563275450066,False
6575,9,23,332.8563416848336,False
6576,10,0,316.2704588347776,False
6577,10,1,312.2017117568108,False
6578,10,2,313.4151649946668,False
6579,10,3,311.20281750816764,False
6580,10,4,307.63506798143703,False
6581,10,5,305.61242677444375,False
6582,10,6,255.35566147918854,False
6583,10,7,193.6819999209088,False
6584,10,8,187.49943955654095,False
6585,10,9,185.91652928007633,False
6586,10,10,190.79572170436285,False
6587,10,11,180.60819543278046,False
6588,10,12,169.14992391518416,False
6589,10,13,169.64477263202576,False
6590,10,14,170.38816230068954,False
6591,10,15,181.91464244571463,False
6592,10,16,262.79623028847516,False
6593,10,17,334.13351162546337,False
6594,10,18,331.75492903744225,False
6595,10,19,328.6532816616437,False
6596,10,20,319.54836938329356,False
6597,10,21,318.71231877736994,False
6598,10,22,316.46261529883105,False
6599,10,23,317.3719420480078,False
6600,10,0,316.2704588347776,False
6601,10,1,312.2017117568108,False
6602,10,2,313.4151649946668,False
6603,10,3,311.20281750816764,False
6604,10,4,307.63506798143703,False
6605,10,5,305.61242677444375,False
6606,10,6,255.35566147918854,False
6607,10,7,193.6819999209088,False
6608,10,8,187.49943955654095,False
6609,10,9,185.91652928007633,False
6610,10,10,190.79572170436285,False
6611,10,11,180.60819543278046,False
6612,10,12,169.14992391518416,False
6613,10,13,169.64477263202576,False
6614,10,14,170.38816230068954,False
6615,10,15,181.91464244571463,False
6616,10,16,262.79623028847516,False
6617,10,17,334.13351162546337,False
6618,10,18,331.75492903744225,False
6619,10,19,328.6532816616437,False
6620,10,20,319.54836938329356,False
6621,10,21,318.71231877736994,False
6622,10,22,316.46261529883105,False
6623,10,23,317.3719420480078,False
6624,10,0,316.2704588347776,False
6625,10,1,312.2017117568108,False
6626,10,2,313.4151649946668,False
6627,10,3,311.20281750816764,False
6628,10,4,307.63506798143703,False
6629,10,5,305.61242677444375,False
6630,10,6,255.35566147918854,False
6631,10,7,193.6819999209088,False
6632,10,8,187.49943955654095,False
6633,10,9,185.91652928007633,False
6634,10,10,190.79572170436285,False
6635,10,11,180.60819543278046,False
6636,10,12,169.14992391518416,False
6637,10,13,169.64477263202576,False
6638,10,14,170.38816230068954,False
6639,10,15,181.91464244571463,False
6640,10,16,262.79623028847516,False
6641,10,17,334.13351162546337,False
6642,10,18,331.75492903744225,False
6643,10,19,328.6532816616437,False
6644,10,20,319.54836938329356,False
6645,10,21,318.71231877736994,False
6646,10,22,316.46261529883105,False
6647,10,23,317.3719420480078,False
6648,10,0,316.2704588347776,False
6649,10,1,312.2017117568108,False
6650,10,2,313.4151649946668,False
6651,10,3,311.20281750816764,False
6652,10,4,307.63506798143703,False
6653,10,5,305.61242677444375,False
6654,10,6,255.35566147918854,False
6655,10,7,193.6819999209088,False
6656,10,8,187.49943955654095,False
6657,10,9,185.91652928007633,False
6658,10,10,190.79572170436285,False
6659,10,11,180.60819543278046,False
6660,10,12,169.14992391518416,False
6661,10,13,169.64477263202576,False
6662,10,14,170.38816230068954,False
6663,10,15,181.91464244571463,False
6664,10,16,262.79623028847516,False
6665,10,17,334.13351162546337,False
6666,10,18,331.75492903744225,False
6667,10,19,328.6532816616437,False
6668,10,20,319.54836938329356,False
6669,10,21,318.71231877736994,False
6670,10,22,316.46261529883105,False
6671,10,23,317.3719420480078,False
6672,10,0,316.2704588347776,False
6673,10,1,312.2017117568108,False
6674,10,2,313.4151649946668,False
6675,10,3,311.20281750816764,False
6676,10,4,307.63506798143703,False
6677,10,5,305.61242677444375,False
6678,10,6,255.35566147918854,False
6679,10,7,193.6819999209088,False
6680,10,8,187.49943955654095,False
6681,10,9,185.91652928007633,False
6682,10,10,190.79572170436285,False
6683,10,11,180.60819543278046,False
6684,10,12,169.14992391518416,False
6685,10,13,169.64477263202576,False
6686,10,14,170.38816230068954,False
6687,10,15,181.91464244571463,False
6688,10,16,262.79623028847516,False
6689,10,17,334.13351162546337,False
6690,10,18,331.75492903744225,False
6691,10,19,328.6532816616437,False
6692,10,20,319.54836938329356,False
6693,10,21,318.71231877736994,False
6694,10,22,316.46261529883105,False
6695,10,23,317.3719420480078,False
6696,10,0,316.2704588347776,False
6697,10,1,312.2017117568108,False
6698,10,2,313.4151649946668,False
6699,10,3,311.20281750816764,False
6700,10,4,307.63506798143703,False
6701,10,5,305.61242677444375,False
6702,10,6,255.35566147918854,False
6703,10,7,193.6819999209088,False
6704,10,8,187.49943955654095,False
6705,10,9,185.91652928007633,False
6706,10,10,190.79572170436285,False
6707,10,11,180.60819543278046,False
6708,10,12,169.14992391518416,False
6709,10,13,169.64477263202576,False
6710,10,14,170.38816230068954,False
6711,10,15,181.91464244571463,False
6712,10,16,262.79623028847516,False
6713,10,17,334.13351162546337,False
6714,10,18,331.75492903744225,False
6715,10,19,328.6532816616437,False
6716,10,20,319.54836938329356,False
6717,10,21,318.71231877736994,False
6718,10,22,316.46261529883105,False
6719,10,23,317.3719420480078,False
6720,10,0,316.2704588347776,False
6721,10,1,312.2017117568108,False
6722,10,2,313.4151649946668,False
6723,10,3,311.20281750816764,False
6724,10,4,307.63506798143703,False
6725,10,5,305.61242677444375,False
6726,10,6,255.35566147918854,False
6727,10,7,193.6819999209088,False
6728,10,8,187.49943955654095,False
6729,10,9,185.91652928007633,False
6730,10,10,190.79572170436285,False
6731,10,11,180.60819543278046,False
6732,10,12,169.14992391518416,False
6733,10,13,169.64477263202576,False
6734,10,14,170.38816230068954,False
6735,10,15,181.91464244571463,False
6736,10,16,262.79623028847516,False
6737,10,17,334.13351162546337,False
6738,10,18,331.75492903744225,False
6739,10,19,328.6532816616437,False
6740,10,20,319.54836938329356,False
6741,10,21,318.71231877736994,False
6742,10,22,316.46261529883105,False
6743,10,23,317.3719420480078,False
6744,10,0,316.2704588347776,False
6745,10,1,312.2017117568108,False
6746,10,2,313.4151649946668,False
6747,10,3,311.20281750816764,False
6748,10,4,307.63506798143703,False
6749,10,5,305.61242677444375,False
6750,10,6,255.35566147918854,False
6751,10,7,193.6819999209088,False
6752,10,8,187.49943955654095,False
6753,10,9,185.91652928007633,False
6754,10,10,190.79572170436285,False
6755,10,11,180.60819543278046,False
6756,10,12,169.14992391518416,False
6757,10,13,169.64477263202576,False
6758,10,14,170.38816230068954,False
6759,10,15,181.91464244571463,False
6760,10,16,262.79623028847516,False
6761,10,17,334.13351162546337,False
6762,10,18,331.75492903744225,False
6763,10,19,328.6532816616437,False
6764,10,20,319.54836938329356,False
6765,10,21,318.71231877736994,False
6766,10,22,316.46261529883105,False
6767,10,23,317.3719420480078,False
6768,10,0,316.2704588347776,False
6769,10,1,312.2017117568108,False
6770,10,2,313.4151649946668,False
6771,10,3,311.20281750816764,False
6772,10,4,307.63506798143703,False
6773,10,5,305.61242677444375,False
6774,10,6,255.35566147918854,False
6775,10,7,193.6819999209088,False
6776,10,8,187.49943955654095,False
6777,10,9,185.91652928007633,False
6778,10,10,190.79572170436285,False
6779,10,11,180.60819543278046,False
6780,10,12,169.14992391518416,False
6781,10,13,169.64477263202576,False
6782,10,14,170.38816230068954,False
6783,10,15,181.91464244571463,False
6784,10,16,262.79623028847516,False
6785,10,17,334.13351162546337,False
6786,10,18,331.75492903744225,False
6787,10,19,328.6532816616437,False
6788,10,20,319.54836938329356,False
6789,10,21,318.71231877736994,False
6790,10,22,316.46261529883105,False
6791,10,23,317.3719420480078,False
6792,10,0,316.2704588347776,False
6793,10,1,312.2017117568108,False
6794,10,2,313.4151649946668,False
6795,10,3,311.20281750816764,False
6796,10,4,307.63506798143703,False
6797,10,5,305.61242677444375,False
6798,10,6,255.35566147918854,False
6799,10,7,193.6819999209088,False
6800,10,8,187.49943955654095,False
6801,10,9,185.91652928007633,False
6802,10,10,190.79572170436285,False
6803,10,11,180.60819543278046,False
6804,10,12,169.14992391518416,False
6805,10,13,169.64477263202576,False
6806,10,14,170.38816230068954,False
6807,10,15,181.91464244571463,False
6808,10,16,262.79623028847516,False
6809,10,17,334.13351162546337,False
6810,10,18,331.75492903744225,False
6811,10,19,328.6532816616437,False
6812,10,20,319.54836938329356,False
6813,10,21,318.71231877736994,False
6814,10,22,316.46261529883105,False
6815,10,23,317.3719420480078,False
6816,10,0,316.2704588347776,False
6817,10,1,312.2017117568108,False
6818,10,2,313.4151649946668,False
6819,10,3,311.20281750816764,False
6820,10,4,307.63506798143703,False
6821,10,5,305.61242677444375,False
6822,10,6,255.35566147918854,False
6823,10,7,193.6819999209088,False
6824,10,8,187.49943955654095,False
6825,10,9,185.91652928007633,False
6826,10,10,190.79572170436285,False
6827,10,11,180.60819543278046,False
6828,10,12,169.14992391518416,False
6829,10,13,169.64477263202576,False
6830,10,14,170.38816230068954,False
6831,10,15,181.91464244571463,False
6832,10,16,262.79623028847516,False
6833,10,17,334.13351162546337,False
6834,10,18,331.75492903744225,False
6835,10,19,328.6532816616437,False
6836,10,20,319.54836938329356,False
6837,10,21,318.71231877736994,False
6838,10,22,316.46261529883105,False
6839,10,23,317.3719420480078,False
6840,10,0,316.2704588347776,False
6841,10,1,312.2017117568108,False
6842,10,2,313.4151649946668,False
6843,10,3,311.20281750816764,False
6844,10,4,307.63506798143703,False
6845,10,5,305.61242677444375,False
6846,10,6,255.35566147918854,False
6847,10,7,193.6819999209088,False
6848,10,8,187.49943955654095,False
6849,10,9,185.91652928007633,False
6850,10,10,190.79572170436285,False
6851,10,11,180.60819543278046,False
6852,10,12,169.14992391518416,False
6853,10,13,169.64477263202576,False
6854,10,14,170.38816230068954,False
6855,10,15,181.91464244571463,False
6856,10,16,262.79623028847516,False
6857,10,17,334.13351162546337,False
6858,10,18,331.75492903744225,False
6859,10,19,328.6532816616437,False
6860,10,20,319.54836938329356,False
6861,10,21,318.71231877736994,False
6862,10,22,316.46261529883105,False
6863,10,23,317.3719420480078,False
6864,10,0,316.2704588347776,False
6865,10,1,312.2017117568108,False
6866,10,2,313.4151649946668,False
6867,10,3,311.20281750816764,False
6868,10,4,307.63506798143703,False
6869,10,5,305.61242677444375,False
6870,10,6,255.35566147918854,False
6871,10,7,193.6819999209088,False
6872,10,8,187.49943955654095,False
6873,10,9,185.91652928007633,False
6874,10,10,190.79572170436285,False
6875,10,11,180.60819543278046,False
6876,10,12,169.14992391518416,False
6877,10,13,169.64477263202576,False
6878,10,14,170.38816230068954,False
6879,10,15,181.91464244571463,False
6880,10,16,262.79623028847516,False
6881,10,17,334.13351162546337,False
6882,10,18,331.75492903744225,False
6883,10,19,328.6532816616437,False
6884,10,20,319.54836938329356,False
6885,10,21,318.71231877736994,False
6886,10,22,316.46261529883105,False
6887,10,23,317.3719420480078,False
6888,10,0,316.2704588347776,False
6889,10,1,312.2017117568108,False
6890,10,2,313.4151649946668,False
6891,10,3,311.20281750816764,False
6892,10,4,307.63506798143703,False
6893,10,5,305.61242677444375,False
6894,10,6,255.35566147918854,False
6895,10,7,193.6819999209088,False
6896,10,8,187.49943955654095,False
6897,10,9,185.91652928007633,False
6898,10,10,190.79572170436285,False
6899,10,11,180.60819543278046,False
6900,10,12,169.14992391518416,False
6901,10,13,169.64477263202576,False
6902,10,14,170.38816230068954,False
6903,10,15,181.91464244571463,False
6904,10,16,262.79623028847516,False
6905,10,17,334.13351162546337,False
6906,10,18,331.75492903744225,False
6907,10,19,328.6532816616437,False
6908,10,20,319.54836938329356,False
6909,10,21,318.71231877736994,False
6910,10,22,316.46261529883105,False
6911,10,23,317.3719420480078,False
6912,10,0,316.2704588347776,False
6913,10,1,312.2017117568108,False
6914,10,2,313.4151649946668,False
6915,10,3,311.20281750816764,False
6916,10,4,307.63506798143703,False
6917,10,5,305.61242677444375,False
6918,10,6,255.35566147918854,False
6919,10,7,193.6819999209088,False
6920,10,8,187.49943955654095,False
6921,10,9,185.91652928007633,False
6922,10,10,190.79572170436285,False
6923,10,11,180.60819543278046,False
6924,10,12,169.14992391518416,False
6925,10,13,169.64477263202576,False
6926,10,14,170.38816230068954,False
6927,10,15,181.91464244571463,False
6928,10,16,262.79623028847516,False
6929,10,17,334.13351162546337,False
6930,10,18,331.75492903744225,False
6931,10,19,328.6532816616437,False
6932,10,20,319.54836938329356,False
6933,10,21,318.71231877736994,False
6934,10,22,316.46261529883105,False
6935,10,23,317.3719420480078,False
6936,10,0,316.2704588347776,False
6937,10,1,312.2017117568108,False
6938,10,2,313.4151649946668,False
6939,10,3,311.20281750816764,False
6940,10,4,307.63506798143703,False
6941,10,5,305.61242677444375,False
6942,10,6,255.35566147918854,False
6943,10,7,193.6819999209088,False
6944,10,8,187.49943955654095,False
6945,10,9,185.91652928007633,False
6946,10,10,190.79572170436285,False
6947,10,11,180.60819543278046,False
6948,10,12,169.14992391518416,False
6949,10,13,169.64477263202576,False
6950,10,14,170.38816230068954,False
6951,10,15,181.91464244571463,False
6952,10,16,262.79623028847516,False
6953,10,17,334.13351162546337,False
6954,10,18,331.75492903744225,False
6955,10,19,328.6532816616437,False
6956,10,20,319.54836938329356,False
6957,10,21,318.71231877736994,False
6958,10,22,316.46261529883105,False
6959,10,23,317.3719420480078,False
6960,10,0,316.2704588347776,False
6961,10,1,312.2017117568108,False
6962,10,2,313.4151649946668,False
6963,10,3,311.20281750816764,False
6964,10,4,307.63506798143703,False
6965,10,5,305.61242677444375,False
6966,10,6,255.35566147918854,False
6967,10,7,193.6819999209088,False
6968,10,8,187.49943955654095,False
6969,10,9,185.91652928007633,False
6970,10,10,190.79572170436285,False
6971,10,11,180.60819543278046,False
6972,10,12,169.14992391518416,False
6973,10,13,169.64477263202576,False
6974,10,14,170.38816230068954,False
6975,10,15,181.91464244571463,False
6976,10,16,262.79623028847516,False
6977,10,17,334.13351162546337,False
6978,10,18,331.75492903744225,False
6979,10,19,328.6532816616437,False
6980,10,20,319.54836938329356,False
6981,10,21,318.71231877736994,False
6982,10,22,316.46261529883105,False
6983,10,23,317.3719420480078,False
6984,10,0,316.2704588347776,False
6985,10,1,312.2017117568108,False
6986,10,2,313.4151649946668,False
6987,10,3,311.20281750816764,False
6988,10,4,307.63506798143703,False
6989,10,5,305.61242677444375,False
6990,10,6,255.35566147918854,False
6991,10,7,193.6819999209088,False
6992,10,8,187.49943955654095,False
6993,10,9,185.91652928007633,False
6994,10,10,190.79572170436285,False
6995,10,11,180.60819543278046,False
6996,10,12,169.14992391518416,False
6997,10,13,169.64477263202576,False
6998,10,14,170.38816230068954,False
6999,10,15,181.91464244571463,False
7000,10,16,262.79623028847516,False
7001,10,17,334.13351162546337,False
7002,10,18,331.75492903744225,False
7003,10,19,328.6532816616437,False
7004,10,20,319.54836938329356,False
7005,10,21,318.71231877736994,False
7006,10,22,316.46261529883105,False
7007,10,23,317.3719420480078,False
7008,10,0,316.2704588347776,False
7009,10,1,312.2017117568108,False
7010,10,2,313.4151649946668,False
7011,10,3,311.20281750816764,False
7012,10,4,307.63506798143703,False
7013,10,5,305.61242677444375,False
7014,10,6,255.35566147918854,False
7015,10,7,193.6819999209088,False
7016,10,8,187.49943955654095,False
7017,10,9,185.91652928007633,False
7018,10,10,190.79572170436285,False
7019,10,11,180.60819543278046,False
7020,10,12,169.14992391518416,False
7021,10,13,169.64477263202576,False
7022,10,14,170.38816230068954,False
7023,10,15,181.91464244571463,False
7024,10,16,262.79623028847516,False
7025,10,17,334.13351162546337,False
7026,10,18,331.75492903744225,False
7027,10,19,328.6532816616437,False
7028,10,20,319.54836938329356,False
7029,10,21,318.71231877736994,False
7030,10,22,316.46261529883105,False
7031,10,23,317.3719420480078,False
7032,10,0,316.2704588347776,False
7033,10,1,312.2017117568108,False
7034,10,2,313.4151649946668,False
7035,10,3,311.20281750816764,False
7036,10,4,307.63506798143703,False
7037,10,5,305.61242677444375,False
7038,10,6,255.35566147918854,False
7039,10,7,193.6819999209088,False
7040,10,8,187.49943955654095,False
7041,10,9,185.91652928007633,False
7042,10,10,190.79572170436285,False
7043,10,11,180.60819543278046,False
7044,10,12,169.14992391518416,False
7045,10,13,169.64477263202576,False
7046,10,14,170.38816230068954,False
7047,10,15,181.91464244571463,False
7048,10,16,262.79623028847516,False
7049,10,17,334.13351162546337,False
7050,10,18,331.75492903744225,False
7051,10,19,328.6532816616437,False
7052,10,20,319.54836938329356,False
7053,10,21,318.71231877736994,False
7054,10,22,316.46261529883105,False
7055,10,23,317.3719420480078,False
7056,10,0,316.2704588347776,False
7057,10,1,312.2017117568108,False
7058,10,2,313.4151649946668,False
7059,10,3,311.20281750816764,False
7060,10,4,307.63506798143703,False
7061,10,5,305.61242677444375,False
7062,10,6,255.35566147918854,False
7063,10,7,193.6819999209088,False
7064,10,8,187.49943955654095,False
7065,10,9,185.91652928007633,False
7066,10,10,190.79572170436285,False
7067,10,11,180.60819543278046,False
7068,10,12,169.14992391518416,False
7069,10,13,169.64477263202576,False
7070,10,14,170.38816230068954,False
7071,10,15,181.91464244571463,False
7072,10,16,262.79623028847516,False
7073,10,17,334.13351162546337,False
7074,10,18,331.75492903744225,False
7075,10,19,328.6532816616437,False
7076,10,20,319.54836938329356,False
7077,10,21,318.71231877736994,False
7078,10,22,316.46261529883105,False
7079,10,23,317.3719420480078,False
7080,10,0,316.2704588347776,False
7081,10,1,312.2017117568108,False
7082,10,2,313.4151649946668,False
7083,10,3,311.20281750816764,False
7084,10,4,307.63506798143703,False
7085,10,5,305.61242677444375,False
7086,10,6,255.35566147918854,False
7087,10,7,193.6819999209088,False
7088,10,8,187.49943955654095,False
7089,10,9,185.91652928007633,False
7090,10,10,190.79572170436285,False
7091,10,11,180.60819543278046,False
7092,10,12,169.14992391518416,False
7093,10,13,169.64477263202576,False
7094,10,14,170.38816230068954,False
7095,10,15,181.91464244571463,False
7096,10,16,262.79623028847516,False
7097,10,17,334.13351162546337,False
7098,10,18,331.75492903744225,False
7099,10,19,328.6532816616437,False
7100,10,20,319.54836938329356,False
7101,10,21,318.71231877736994,False
7102,10,22,316.46261529883105,False
7103,10,23,317.3719420480078,False
7104,10,0,316.2704588347776,False
7105,10,1,312.2017117568108,False
7106,10,2,313.4151649946668,False
7107,10,3,311.20281750816764,False
7108,10,4,307.63506798143703,False
7109,10,5,305.61242677444375,False
7110,10,6,255.35566147918854,False
7111,10,7,193.6819999209088,False
7112,10,8,187.49943955654095,False
7113,10,9,185.91652928007633,False
7114,10,10,190.79572170436285,False
7115,10,11,180.60819543278046,False
7116,10,12,169.14992391518416,False
7117,10,13,169.64477263202576,False
7118,10,14,170.38816230068954,False
7119,10,15,181.91464244571463,False
7120,10,16,262.79623028847516,False
7121,10,17,334.13351162546337,False
7122,10,18,331.75492903744225,False
7123,10,19,328.6532816616437,False
7124,10,20,319.54836938329356,False
7125,10,21,318.71231877736994,False
7126,10,22,316.46261529883105,False
7127,10,23,317.3719420480078,False
7128,10,0,316.2704588347776,False
7129,10,1,312.2017117568108,False
7130,10,2,313.4151649946668,False
7131,10,3,311.20281750816764,False
7132,10,4,307.63506798143703,False
7133,10,5,305.61242677444375,False
7134,10,6,255.35566147918854,False
7135,10,7,193.6819999209088,False
7136,10,8,187.49943955654095,False
7137,10,9,185.91652928007633,False
7138,10,10,190.79572170436285,False
7139,10,11,180.60819543278046,False
7140,10,12,169.14992391518416,False
7141,10,13,169.64477263202576,False
7142,10,14,170.38816230068954,False
7143,10,15,181.91464244571463,False
7144,10,16,262.79623028847516,False
7145,10,17,334.13351162546337,False
7146,10,18,331.75492903744225,False
7147,10,19,328.6532816616437,False
7148,10,20,319.54836938329356,False
7149,10,21,318.71231877736994,False
7150,10,22,316.46261529883105,False
7151,10,23,317.3719420480078,False
7152,10,0,316.2704588347776,False
7153,10,1,312.2017117568108,False
7154,10,2,313.4151649946668,False
7155,10,3,311.20281750816764,False
7156,10,4,307.63506798143703,False
7157,10,5,305.61242677444375,False
7158,10,6,255.35566147918854,False
7159,10,7,193.6819999209088,False
7160,10,8,187.49943955654095,False
7161,10,9,185.91652928007633,False
7162,10,10,190.79572170436285,False
7163,10,11,180.60819543278046,False
7164,10,12,169.14992391518416,False
7165,10,13,169.64477263202576,False
7166,10,14,170.38816230068954,False
7167,10,15,181.91464244571463,False
7168,10,16,262.79623028847516,False
7169,10,17,334.13351162546337,False
7170,10,18,331.75492903744225,False
7171,10,19,328.6532816616437,False
7172,10,20,319.54836938329356,False
7173,10,21,318.71231877736994,False
7174,10,22,316.46261529883105,False
7175,10,23,317.3719420480078,False
7176,10,0,316.2704588347776,False
7177,10,1,312.2017117568108,False
7178,10,2,313.4151649946668,False
7179,10,3,311.20281750816764,False
7180,10,4,307.63506798143703,False
7181,10,5,305.61242677444375,False
7182,10,6,255.35566147918854,False
7183,10,7,193.6819999209088,False
7184,10,8,187.49943955654095,False
7185,10,9,185.91652928007633,False
7186,10,10,190.79572170436285,False
